                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    127,                  1.062,                0.81231,                 1.1413,                0.93254,                0.65473,                0.80964,                0.51866,                 1.3707,                0.87396,                 1.3819,              0.0051273,              0.0051273,              0.0051273
                    128,                 1.0593,                0.80263,                 1.1286,                0.93521,                0.69446,                0.80431,                0.55103,                  1.232,                0.79702,                 1.3103,              0.0050887,              0.0050887,              0.0050887
                    129,                 1.0673,                  0.779,                 1.1452,                 0.8655,                0.68251,                0.77985,                0.52584,                  1.247,                0.92418,                 1.3189,                0.00505,                0.00505,                0.00505
                    130,                 1.0584,                0.79792,                 1.1424,                0.85122,                0.68313,                0.79082,                0.53091,                 1.3123,                0.81241,                 1.3333,              0.0050113,              0.0050113,              0.0050113
                    131,                 1.0606,                 0.8432,                 1.1453,                0.87679,                0.67232,                0.79948,                0.53284,                 1.3101,                0.82915,                 1.3497,              0.0049727,              0.0049727,              0.0049727
                    132,                 1.0336,                0.80043,                 1.1197,                0.85876,                0.68732,                0.80555,                 0.5284,                 1.3198,                 0.8201,                 1.3589,               0.004934,               0.004934,               0.004934
                    133,                  1.061,                0.78263,                 1.1505,                0.83832,                0.75379,                0.82079,                0.54726,                 1.2629,                0.76148,                 1.3353,              0.0048953,              0.0048953,              0.0048953
                    134,                 1.0343,                0.77858,                 1.1534,                0.84181,                0.73684,                 0.8135,                0.54846,                 1.2994,                0.78793,                 1.3373,              0.0048566,              0.0048566,              0.0048566
                    135,                 1.0581,                0.78181,                 1.1273,                0.80275,                0.73472,                0.82095,                0.55154,                 1.3005,                0.80501,                 1.3319,               0.004818,               0.004818,               0.004818
                    136,                  1.055,                0.79279,                 1.1291,                0.86278,                0.70979,                0.80866,                0.52915,                 1.3015,                0.83557,                 1.3433,              0.0047793,              0.0047793,              0.0047793
                    137,                 1.0354,                 0.8095,                 1.1304,                0.90841,                 0.7109,                0.82071,                0.55041,                 1.2596,                0.78423,                 1.3125,              0.0047406,              0.0047406,              0.0047406
                    138,                 1.0215,                0.75101,                 1.1216,                0.90688,                0.70774,                0.79681,                0.51397,                 1.4111,                0.83938,                 1.3893,               0.004702,               0.004702,               0.004702
                    139,                 1.0081,                0.75649,                 1.1133,                0.91773,                0.72777,                0.83544,                0.55505,                  1.269,                0.77948,                 1.3092,              0.0046633,              0.0046633,              0.0046633
                    140,                 1.0298,                0.76821,                 1.1206,                0.94715,                0.69614,                0.83869,                0.55841,                 1.2811,                0.78457,                 1.3198,              0.0046246,              0.0046246,              0.0046246
                    141,                 1.0294,                0.75827,                 1.1183,                0.88465,                0.71195,                0.82118,                0.56276,                 1.2521,                0.76555,                 1.3185,              0.0045859,              0.0045859,              0.0045859
                    142,                 1.0338,                0.77529,                 1.1259,                0.83977,                0.70863,                0.79664,                0.53558,                 1.3264,                 0.8149,                 1.3739,              0.0045473,              0.0045473,              0.0045473
                    143,                 1.0087,                0.74742,                 1.1082,                0.85282,                0.71997,                0.82394,                 0.5631,                 1.2578,                0.78087,                 1.3096,              0.0045086,              0.0045086,              0.0045086
                    144,                 1.0131,                0.74109,                 1.1099,                0.87069,                0.71973,                0.83122,                0.55582,                 1.2769,                0.76961,                 1.3278,              0.0044699,              0.0044699,              0.0044699
                    145,                 1.0103,                0.76401,                 1.1203,                0.91705,                 0.6597,                0.81854,                0.52932,                 1.3251,                0.80891,                 1.3425,              0.0044313,              0.0044313,              0.0044313
                    146,                 0.9841,                0.73879,                 1.0978,                 0.8987,                0.74025,                0.83205,                0.55293,                 1.2859,                0.76309,                 1.3277,              0.0043926,              0.0043926,              0.0043926
                    147,                0.99855,                0.73018,                 1.1147,                0.94004,                0.65032,                0.81051,                0.55235,                 1.2893,                0.83773,                 1.3196,              0.0043539,              0.0043539,              0.0043539
                    148,                 1.0083,                0.73986,                 1.1093,                0.91613,                0.72473,                0.82732,                0.54995,                 1.3305,                0.79151,                 1.3561,              0.0043152,              0.0043152,              0.0043152
                    149,                0.98209,                0.72065,                 1.0972,                0.88965,                0.68839,                0.80431,                0.53269,                 1.3361,                0.81023,                 1.3454,              0.0042766,              0.0042766,              0.0042766
                    150,                 1.0023,                0.71881,                 1.1002,                0.90927,                 0.6936,                0.83028,                0.56299,                 1.2701,                0.76162,                 1.3113,              0.0042379,              0.0042379,              0.0042379
                    151,                0.99827,                0.72521,                 1.0968,                0.85497,                0.75185,                0.84068,                0.56037,                  1.247,                0.74954,                 1.3109,              0.0041992,              0.0041992,              0.0041992
                    152,                 1.0092,                  0.745,                 1.0994,                0.88087,                0.72716,                 0.8426,                0.56924,                 1.2812,                0.77006,                 1.3163,              0.0041605,              0.0041605,              0.0041605
                    153,                0.98838,                0.73455,                 1.1038,                0.90997,                0.71561,                0.80723,                0.54057,                 1.3052,                0.80338,                 1.3369,              0.0041219,              0.0041219,              0.0041219
                    154,                0.96321,                0.71912,                  1.099,                0.85094,                0.71951,                0.82099,                0.54151,                 1.2819,                0.75916,                 1.3262,              0.0040832,              0.0040832,              0.0040832
                    155,                0.96909,                0.74202,                 1.0846,                0.89606,                0.67674,                0.79177,                0.53728,                 1.3156,                0.81712,                 1.3311,              0.0040445,              0.0040445,              0.0040445
                    156,                0.96185,                0.72028,                 1.0925,                0.88219,                0.75798,                 0.8472,                0.58248,                 1.2589,                 0.7402,                 1.3106,              0.0040059,              0.0040059,              0.0040059
                    157,                0.97818,                0.71602,                 1.0976,                0.84289,                0.74363,                0.81574,                0.55621,                 1.2749,                0.76577,                 1.3155,              0.0039672,              0.0039672,              0.0039672
                    158,                0.97805,                 0.7104,                 1.0945,                  0.886,                0.70409,                0.80336,                0.54035,                 1.2712,                0.75742,                  1.319,              0.0039285,              0.0039285,              0.0039285
                    159,                0.97551,                0.71551,                 1.0819,                0.88641,                0.73236,                0.81525,                0.56173,                 1.2437,                0.71884,                 1.2849,              0.0038898,              0.0038898,              0.0038898
                    160,                0.97796,                0.69656,                 1.0897,                0.87979,                0.69636,                0.82147,                0.56885,                 1.2288,                0.73717,                 1.2932,              0.0038512,              0.0038512,              0.0038512
                    161,                0.97489,                0.72604,                 1.1042,                0.85907,                0.74373,                0.80572,                0.54061,                 1.2791,                0.79885,                 1.3288,              0.0038125,              0.0038125,              0.0038125
                    162,                0.95601,                0.70767,                 1.0862,                0.88677,                0.76458,                0.84315,                0.56499,                 1.3561,                0.80407,                 1.3374,              0.0037738,              0.0037738,              0.0037738
                    163,                0.97497,                 0.7122,                 1.0889,                0.84695,                0.79483,                0.85049,                0.58682,                 1.2353,                0.73223,                 1.2932,              0.0037352,              0.0037352,              0.0037352
                    164,                0.97508,                0.72101,                 1.0905,                0.73835,                0.79152,                0.82504,                0.56372,                 1.2887,                0.74517,                 1.3389,              0.0036965,              0.0036965,              0.0036965
                    165,                0.97221,                0.72051,                 1.0872,                0.85002,                0.74649,                 0.8231,                0.55722,                  1.281,                0.75975,                 1.3365,              0.0036578,              0.0036578,              0.0036578
                    166,                0.96132,                0.69653,                 1.0751,                0.88644,                0.71868,                0.81195,                0.56524,                 1.2208,                0.74529,                 1.2792,              0.0036191,              0.0036191,              0.0036191
                    167,                0.94989,                0.69404,                 1.0685,                0.85265,                0.73313,                0.80904,                0.56698,                 1.2182,                0.76497,                 1.2886,              0.0035805,              0.0035805,              0.0035805
                    168,                0.95672,                0.69927,                  1.077,                0.82848,                0.73195,                0.80141,                0.56417,                 1.2254,                0.74406,                 1.2824,              0.0035418,              0.0035418,              0.0035418
                    169,                0.94169,                0.68279,                 1.0732,                0.92109,                0.68476,                0.80759,                 0.5482,                 1.3062,                0.76356,                 1.3158,              0.0035031,              0.0035031,              0.0035031
                    170,                0.94929,                0.70875,                 1.0891,                0.81924,                0.72212,                0.80392,                0.54787,                 1.3099,                0.81635,                 1.3352,              0.0034645,              0.0034645,              0.0034645
                    171,                0.94804,                0.71085,                 1.0629,                0.87143,                 0.7346,                0.84074,                 0.5924,                 1.2218,                0.70165,                 1.2728,              0.0034258,              0.0034258,              0.0034258
                    172,                0.94003,                0.67303,                 1.0762,                0.90436,                0.73651,                0.85352,                0.59702,                 1.2248,                0.71923,                 1.2949,              0.0033871,              0.0033871,              0.0033871
                    173,                 0.9297,                0.68277,                   1.07,                0.77509,                0.78413,                0.84904,                0.57729,                  1.253,                0.72775,                 1.2927,              0.0033484,              0.0033484,              0.0033484
                    174,                0.93348,                0.68741,                 1.0664,                0.86331,                0.69345,                0.79917,                0.55651,                  1.232,                0.72845,                 1.3012,              0.0033098,              0.0033098,              0.0033098
                    175,                0.92081,                0.66997,                 1.0628,                0.81816,                0.75486,                0.82973,                0.57104,                  1.262,                0.72195,                  1.308,              0.0032711,              0.0032711,              0.0032711
                    176,                0.92593,                0.67743,                 1.0682,                0.88189,                0.74015,                0.83113,                0.58602,                  1.265,                 0.7388,                 1.3171,              0.0032324,              0.0032324,              0.0032324
                    177,                 0.9308,                0.66584,                 1.0696,                0.90134,                0.73725,                0.83504,                0.57692,                 1.2872,                 0.7117,                 1.3447,              0.0031938,              0.0031938,              0.0031938
                    178,                 0.9063,                0.65341,                 1.0419,                0.88637,                0.75505,                0.83449,                0.57597,                 1.2323,                0.73291,                 1.2843,              0.0031551,              0.0031551,              0.0031551
                    179,                0.91153,                0.65363,                 1.0636,                 0.8918,                0.71999,                0.83041,                0.56932,                  1.257,                0.72776,                 1.3066,              0.0031164,              0.0031164,              0.0031164
                    180,                0.91456,                0.67113,                 1.0723,                 0.8124,                0.73912,                0.81256,                0.54537,                 1.2622,                0.75219,                 1.3131,              0.0030777,              0.0030777,              0.0030777
                    181,                0.91448,                0.65185,                 1.0574,                 0.7765,                 0.7361,                0.80578,                0.55602,                 1.2047,                0.74135,                 1.2909,              0.0030391,              0.0030391,              0.0030391
                    182,                0.94031,                0.66415,                 1.0647,                0.85205,                0.67858,                0.80983,                0.56708,                 1.1884,                0.77921,                 1.3013,              0.0030004,              0.0030004,              0.0030004
                    183,                 0.9234,                0.68811,                 1.0646,                0.81507,                0.74152,                0.83124,                0.57446,                 1.2149,                0.72777,                 1.2982,              0.0029617,              0.0029617,              0.0029617
                    184,                0.91529,                0.64921,                 1.0752,                0.91578,                0.78824,                0.85678,                0.58874,                 1.2092,                0.66458,                 1.3013,               0.002923,               0.002923,               0.002923
                    185,                0.88745,                0.62842,                 1.0573,                0.82774,                0.77674,                0.82494,                0.56933,                 1.2491,                0.75499,                 1.3116,              0.0028844,              0.0028844,              0.0028844
                    186,                 0.9107,                0.65377,                 1.0584,                0.76997,                0.74865,                0.82846,                0.56315,                 1.2349,                0.74904,                 1.3107,              0.0028457,              0.0028457,              0.0028457
                    187,                0.91057,                 0.6496,                 1.0633,                0.83876,                0.78787,                0.87146,                0.61467,                 1.1864,                0.68361,                 1.2833,               0.002807,               0.002807,               0.002807
                    188,                0.90484,                0.65387,                 1.0519,                 0.9108,                0.71143,                0.83776,                 0.5789,                 1.2325,                0.71765,                 1.2894,              0.0027684,              0.0027684,              0.0027684
                    189,                0.89737,                0.66227,                 1.0591,                0.85641,                0.76091,                0.84144,                0.58017,                 1.2325,                0.70609,                 1.2876,              0.0027297,              0.0027297,              0.0027297
                    190,                0.90304,                0.64295,                 1.0483,                0.86315,                0.73128,                0.83402,                0.57574,                 1.2497,                0.69095,                 1.3006,               0.002691,               0.002691,               0.002691
                    191,                0.92134,                0.65694,                 1.0769,                0.89857,                0.74344,                0.84853,                0.58304,                 1.2319,                0.70933,                 1.2883,              0.0026523,              0.0026523,              0.0026523
                    192,                0.91247,                0.66821,                 1.0632,                0.84937,                0.78763,                0.83862,                 0.5876,                 1.2143,                0.69915,                 1.2835,              0.0026137,              0.0026137,              0.0026137
                    193,                0.88807,                0.62874,                 1.0554,                0.80265,                0.78931,                0.82836,                 0.5772,                 1.2223,                0.73853,                 1.3072,               0.002575,               0.002575,               0.002575
                    194,                0.89251,                0.63019,                 1.0546,                0.87918,                0.75889,                0.85367,                0.58854,                 1.2212,                0.69018,                  1.291,              0.0025363,              0.0025363,              0.0025363
                    195,                0.86617,                0.62439,                 1.0398,                0.95304,                0.71449,                0.84425,                0.58039,                 1.2382,                0.72158,                 1.2929,              0.0024977,              0.0024977,              0.0024977
                    196,                 0.8737,                0.63712,                 1.0438,                0.84873,                0.77166,                0.84512,                0.58323,                 1.2445,                0.68436,                 1.3097,               0.002459,               0.002459,               0.002459
                    197,                0.85841,                0.61937,                 1.0346,                 0.8675,                0.73736,                0.83779,                0.58704,                 1.2747,                0.70461,                 1.3281,              0.0024203,              0.0024203,              0.0024203
                    198,                0.86579,                0.62731,                  1.029,                0.84462,                0.76572,                0.83911,                0.59114,                 1.2305,                0.69052,                 1.2891,              0.0023816,              0.0023816,              0.0023816
                    199,                0.85771,                0.61806,                 1.0352,                 0.9087,                0.69196,                0.82473,                0.57082,                 1.2693,                0.70239,                 1.3153,               0.002343,               0.002343,               0.002343
                    200,                0.86053,                0.61339,                 1.0387,                0.86692,                0.72725,                0.84177,                0.55814,                 1.3021,                0.72312,                 1.3304,              0.0023043,              0.0023043,              0.0023043
                    201,                0.85147,                 0.6055,                 1.0334,                0.80464,                0.80214,                0.85029,                0.57887,                 1.2502,                0.68383,                 1.3055,              0.0022656,              0.0022656,              0.0022656
                    202,                0.85933,                0.61182,                 1.0297,                0.88293,                0.74719,                0.86224,                0.60036,                  1.251,                0.71896,                 1.3124,               0.002227,               0.002227,               0.002227
                    203,                0.84932,                0.61314,                 1.0414,                0.94426,                0.74632,                0.84899,                0.58279,                 1.2204,                0.65981,                 1.2993,              0.0021883,              0.0021883,              0.0021883
                    204,                0.85717,                0.60532,                 1.0295,                0.77633,                0.81149,                0.85071,                0.58432,                 1.2288,                0.67852,                 1.2974,              0.0021496,              0.0021496,              0.0021496
                    205,                0.83971,                0.58135,                 1.0279,                0.82646,                0.78141,                0.84237,                0.57986,                  1.265,                 0.6859,                 1.3236,              0.0021109,              0.0021109,              0.0021109
                    206,                 0.8572,                0.62187,                 1.0257,                0.83642,                0.79691,                0.84071,                0.59756,                 1.2314,                0.70539,                  1.312,              0.0020723,              0.0020723,              0.0020723
                    207,                0.83396,                 0.5812,                 1.0208,                0.77667,                0.77924,                0.82695,                0.58008,                 1.2653,                0.69673,                 1.3452,              0.0020336,              0.0020336,              0.0020336
                    208,                0.84422,                 0.5939,                 1.0312,                0.87622,                0.73714,                0.83283,                0.57797,                 1.2621,                0.70614,                 1.3427,              0.0019949,              0.0019949,              0.0019949
                    209,                0.83863,                0.59148,                 1.0274,                 0.8746,                0.72975,                0.84536,                0.58777,                 1.2309,                0.66527,                 1.3052,              0.0019563,              0.0019563,              0.0019563
                    210,                 0.8366,                0.61524,                 1.0288,                0.86578,                0.73685,                0.84355,                0.58464,                 1.2511,                0.70057,                 1.3156,              0.0019176,              0.0019176,              0.0019176
                    211,                0.83691,                0.59337,                 1.0146,                0.88329,                0.76285,                0.85216,                 0.5846,                 1.2224,                0.68723,                 1.2954,              0.0018789,              0.0018789,              0.0018789
                    212,                0.84747,                0.58726,                 1.0288,                0.83732,                0.79294,                0.85483,                0.60289,                 1.2494,                0.66741,                 1.3093,              0.0018402,              0.0018402,              0.0018402
                    213,                0.83952,                0.59674,                 1.0225,                 0.8305,                0.82148,                0.86518,                0.60996,                  1.229,                0.64965,                 1.2852,              0.0018016,              0.0018016,              0.0018016
                    214,                0.81268,                0.57259,                 1.0116,                0.81488,                 0.8265,                0.86523,                0.60202,                 1.2641,                0.66236,                 1.2993,              0.0017629,              0.0017629,              0.0017629
                    215,                0.81331,                0.57693,                  1.015,                0.84178,                0.81205,                0.87162,                0.61002,                 1.2276,                0.66822,                 1.2919,              0.0017242,              0.0017242,              0.0017242
                    216,                0.84096,                0.58836,                 1.0365,                0.86896,                0.77492,                0.85572,                0.60636,                 1.2187,                0.67428,                 1.3007,              0.0016855,              0.0016855,              0.0016855
                    217,                0.83593,                0.59385,                 1.0221,                0.85083,                0.76277,                0.85063,                0.59963,                 1.2093,                0.68651,                 1.2988,              0.0016469,              0.0016469,              0.0016469
                    218,                0.82397,                0.58111,                  1.022,                0.88666,                0.76814,                0.86164,                0.60543,                 1.2167,                0.68708,                 1.3099,              0.0016082,              0.0016082,              0.0016082
                    219,                0.80653,                0.57276,                 1.0108,                0.81468,                0.82932,                0.87343,                0.60767,                 1.2186,                0.64604,                 1.3047,              0.0015695,              0.0015695,              0.0015695
                    220,                0.80084,                0.56184,                 1.0078,                0.83831,                0.78621,                0.86955,                0.60079,                 1.2071,                0.65625,                 1.3053,              0.0015309,              0.0015309,              0.0015309
                    221,                0.81533,                0.56688,                 1.0199,                0.87852,                0.78968,                0.86675,                 0.5995,                 1.2489,                0.64786,                 1.3167,              0.0014922,              0.0014922,              0.0014922
                    222,                0.80002,                0.56336,                 1.0141,                0.92017,                0.74818,                0.86844,                0.59228,                 1.2462,                0.67864,                 1.3186,              0.0014535,              0.0014535,              0.0014535
                    223,                0.79959,                0.55179,                0.99138,                0.85313,                0.77197,                0.85615,                0.60024,                 1.2292,                0.66752,                 1.3129,              0.0014148,              0.0014148,              0.0014148
                    224,                0.79632,                0.56348,                 1.0063,                0.87202,                0.77379,                0.87846,                0.61229,                 1.2098,                0.67025,                 1.2928,              0.0013762,              0.0013762,              0.0013762
                    225,                0.77968,                0.54572,                 1.0106,                0.82016,                0.86267,                 0.8863,                0.62156,                 1.2404,                0.64761,                 1.3051,              0.0013375,              0.0013375,              0.0013375
                    226,                0.80204,                0.56263,                 1.0179,                0.90162,                0.78949,                0.87518,                0.61599,                 1.2395,                0.64324,                 1.3121,              0.0012988,              0.0012988,              0.0012988
                    227,                0.78489,                0.54889,                 1.0024,                0.91241,                0.76005,                 0.8779,                0.60729,                 1.2104,                0.62803,                 1.2954,              0.0012602,              0.0012602,              0.0012602
                    228,                0.81037,                0.57437,                 1.0098,                0.85013,                0.77411,                0.86996,                0.60161,                  1.187,                0.63654,                 1.2957,              0.0012215,              0.0012215,              0.0012215
                    229,                0.76547,                0.56744,                  0.988,                0.78252,                0.82074,                0.86313,                0.60876,                 1.1926,                0.62159,                 1.2883,              0.0011828,              0.0011828,              0.0011828
                    230,                0.77887,                0.54182,                0.99112,                0.82435,                0.80111,                0.86951,                0.60263,                 1.2225,                0.64116,                 1.3118,              0.0011441,              0.0011441,              0.0011441
                    231,                0.79189,                0.56764,                 1.0067,                0.85544,                 0.7718,                0.85616,                0.60706,                 1.2104,                0.65444,                 1.3044,              0.0011055,              0.0011055,              0.0011055
                    232,                0.77535,                0.54931,                 1.0002,                0.92205,                0.75731,                 0.8825,                0.62498,                 1.2093,                0.63903,                 1.2931,              0.0010668,              0.0010668,              0.0010668
                    233,                0.76472,                0.54279,                0.99595,                0.78091,                0.82928,                0.87465,                0.61783,                 1.2131,                0.62842,                 1.2953,              0.0010281,              0.0010281,              0.0010281
                    234,                0.77133,                 0.5296,                0.99371,                0.81306,                0.80968,                0.86525,                 0.6149,                 1.2026,                 0.6349,                  1.296,             0.00098945,             0.00098945,             0.00098945
                    235,                 0.7492,                0.52005,                  0.988,                0.82467,                 0.7854,                0.86574,                0.61441,                 1.2063,                0.64667,                 1.2978,             0.00095078,             0.00095078,             0.00095078
                    236,                0.76177,                0.52666,                0.98618,                0.89549,                0.74584,                0.87026,                0.61332,                 1.2096,                0.64146,                 1.3012,             0.00091211,             0.00091211,             0.00091211
                    237,                0.75385,                0.53577,                0.98667,                 0.8908,                0.82104,                0.89122,                0.62463,                 1.2074,                0.62074,                 1.3008,             0.00087344,             0.00087344,             0.00087344
                    238,                0.74394,                0.50965,                0.97836,                0.85612,                0.80983,                0.88191,                0.62574,                 1.2125,                0.63418,                 1.3036,             0.00083477,             0.00083477,             0.00083477
                    239,                0.75217,                0.54928,                0.99781,                0.85718,                0.78294,                0.87037,                0.60956,                 1.2089,                0.63682,                 1.3057,             0.00079609,             0.00079609,             0.00079609
                    240,                0.74735,                0.53241,                0.98696,                0.90604,                 0.7751,                0.87376,                0.60555,                 1.2364,                0.63723,                 1.3191,             0.00075742,             0.00075742,             0.00075742
                    241,                0.73596,                0.50985,                0.97947,                0.86551,                0.81267,                 0.8785,                0.61825,                 1.2329,                0.62815,                 1.3172,             0.00071875,             0.00071875,             0.00071875
                    242,                0.75898,                0.52999,                0.98159,                0.86517,                0.77152,                0.87215,                0.61902,                 1.2178,                 0.6337,                 1.3069,             0.00068008,             0.00068008,             0.00068008
                    243,                0.74651,                0.51732,                0.97021,                0.87597,                0.76908,                0.87642,                0.62271,                   1.23,                0.62872,                 1.3104,             0.00064141,             0.00064141,             0.00064141
                    244,                0.73331,                  0.514,                0.98366,                0.85995,                 0.8013,                0.88868,                0.62904,                 1.2304,                0.61247,                 1.3108,             0.00060273,             0.00060273,             0.00060273
                    245,                0.73711,                0.52429,                 0.9773,                0.86674,                0.80626,                0.88225,                0.62535,                 1.2443,                0.62564,                 1.3196,             0.00056406,             0.00056406,             0.00056406
                    246,                0.73583,                0.53006,                0.98022,                0.84082,                0.80773,                0.87619,                0.61665,                 1.2225,                0.62974,                 1.3067,             0.00052539,             0.00052539,             0.00052539
                    247,                0.72499,                0.51028,                0.96416,                0.80674,                0.80751,                0.87447,                0.61807,                 1.2391,                0.63378,                 1.3127,             0.00048672,             0.00048672,             0.00048672
                    248,                0.73142,                0.51948,                0.96923,                0.83098,                0.80896,                0.88051,                0.62826,                  1.228,                0.61368,                 1.2996,             0.00044805,             0.00044805,             0.00044805
                    249,                0.72673,                0.51512,                 0.9753,                0.85651,                0.80917,                0.88505,                0.62959,                 1.2307,                  0.612,                 1.3096,             0.00040938,             0.00040938,             0.00040938
                    250,                0.71344,                0.50076,                0.97551,                0.85307,                0.82606,                0.88467,                0.62973,                 1.2181,                0.59812,                 1.3046,              0.0003707,              0.0003707,              0.0003707
                    251,                0.73148,                0.49477,                0.97035,                0.86403,                0.81179,                 0.8838,                0.63059,                 1.2214,                0.59718,                 1.3069,             0.00033203,             0.00033203,             0.00033203
                    252,                0.72387,                0.49175,                0.96551,                0.86502,                0.82382,                0.88785,                0.63047,                 1.2145,                0.60169,                 1.3042,             0.00029336,             0.00029336,             0.00029336
                    253,                 0.7181,                  0.483,                 0.9632,                0.83989,                0.82099,                0.88132,                0.63034,                   1.21,                0.60873,                 1.3013,             0.00025469,             0.00025469,             0.00025469
                    254,                0.70665,                0.49821,                0.96547,                0.84381,                0.81582,                0.88365,                0.63397,                 1.2049,                0.61211,                 1.3025,             0.00021602,             0.00021602,             0.00021602
                    255,                0.69772,                0.49084,                0.95971,                0.87088,                0.81564,                0.88607,                0.63597,                 1.2005,                0.61208,                 1.3016,             0.00017734,             0.00017734,             0.00017734
